#This file maps hg38's rsem gene IDs to gene symbols
#Nir + Michael (Header), March 2015
#Gene RSEM ID	Gene Sybmol	Nir Type
gene26288	IL17D	1
gene3704	LOC101927711	2
gene10362	FHDC1	1
gene27432	TRAV37	4
gene6921	FGD5-AS1	2
gene20253	SLC34A3	1
gene8784	FETUB	1
gene39503	CXorf23	1
gene5899	RPL21P38	1
gene44518	MUC2_variant1	1
gene21966	MUC2_variant2	1
gene21498	NDUFB8	1
gene15768	TMEM248	1
gene20329	LOC101927904	2
gene41389	BCORP1	1
gene25268	IL23A	1
gene19043	LOC102724655	1
gene21768	PSTK	1
gene12326	gene12326	3
gene37466	SLC2A10	1
gene9755	PAQR3	1
gene20585	ANKRD26	1
gene42871	LOC100506371_variant1	2
gene31888	LOC100506371_variant2	2
gene21834	PPIAP32	1
gene5545	CFC1B	1
gene11935	PSD2	1
gene30196	gene30196	3
gene8460	ARHGEF26_variant1	1
gene41778	ARHGEF26_variant2	1
gene20176	MGC50722	1
gene44159	LOC102725023	1
gene1817	gene1817	3
gene15224	SCRN1	1
gene17186	LOC101929229	2
gene39197	KIAA0930	1
gene24943	LOC102723858	2
gene7323	UCN2	1
gene8458	RPL21P42	1
gene13852	LOC101930010	2
gene40378	NXF4	1
gene20796	CTGLF10P	1
gene19045	LOC102723438	1
gene17075	DEFA1B	1
gene13933	LOC101928394	2
gene5797	TANK	1
gene1233	LOC101926907	2
gene23278	PELI3	1
gene33466	LIMD2	1
gene20461	LOC101928562	2
gene32506	LOC101060812	1
gene19520	gene19520	3
gene25024	LOC102723963	2
gene41376	HSFY2	1
gene10814	LOC100130744	2
gene31075	PPP2CBP1	1
gene21847	DPYSL4	1
gene18605	JAK2	1
gene25211	PHC1P1	1
gene37162	TM9SF4	1
gene21104	LOC101929112	2
gene36784	SIRPG	1
gene36654	ZNF264	1
gene27086	MIR2681	2
gene7971	LINC00901	2
gene23817	CASP1	1
gene3454	gene3454	3
gene884	MYCL	1
gene7968	BZW1P2	1
gene39659	MIR1587	2
gene36109	PLA2G4C	1
gene19987	LOC101929249	2
gene23961	LOC102724165	2
gene23548	AQP11	1
gene8058	KALRN	1
gene25265	LOC102724133	2
gene33864	SECTM1	1
gene24520	FLJ46363	3
gene1758	LAMTOR5	1
gene21947	TALDO1	1
gene3685	gene3685	3
gene20400	LINC00709	2
gene18050	LOC100288748	2
gene33242	MIR6129	2
gene21408	RPL21P90	1
gene36248	SNAR-B1	2
gene32108	EIF5A	1
gene36087	EHD2	1
gene8906	LOC100288115	1
gene11635	YTHDC2	1
gene15841	NCF1	1
gene6841	EMC3-AS1	2
gene36760	SCRT2	1
gene24508	GOT2P3	1
gene3655	NUP133	1
gene12702	C6orf52	1
gene15180	HOXA5	1
gene8880	XXYLT1	1
gene34574	TPGS1	1
gene27479	TRAJ33	3
gene37626	SLMO2	1
gene37198	SNTA1	1
gene22930	LOC100287413	3
gene38961	CACNG2	1
gene37680	TCFL5	1
gene17120	OR7E154P	1
gene10743	LOC101929200	2
gene17879	CASC9	2
gene23294	LOC100422299	1
gene36803	MIR1292	2
gene39053	LOC100506472	2
gene28679	IGHA2_variant1	4
gene42531	IGHA2_variant2	4
gene13099	ZSCAN12	1
gene38811	HSCB	1
gene27006	CLDN10	1
gene16358	ASZ1	1
gene30724	NPIPP1	1
gene7510	CACNA2D3-AS1	2
gene33688	MIR6868	2
gene39924	ACTG1P10	1
gene36227	MIR4750	2
gene15398	SPDYE1	1
gene33909	TYMS	1
gene723	PEF1	1
gene8532	BRD7P2	1
gene9789	LINC00575	2
gene11789	LOC101927693	2
gene42769	MEGF11_variant1	1
gene29726	MEGF11_variant2	1
gene32670	LOC102724731	2
gene23227	KCNK7	1
gene12267	C1QTNF2	1
gene29046	SNORD116-21	2
gene36681	ZNF551	1
gene30342	HBQ1	1
gene34037	LOC101927689	1
gene11501	ARSK	1
gene11210	EEF1B2P2	1
gene32252	MAP2K4	1
gene38005	KRTAP22-2	1
gene33123	SPATA32	1
gene16912	GIMAP1-GIMAP5	1
gene19805	gene19805	3
gene44198	TRNAK29_variant1	3
gene43467	TRNAK29_variant2	3
gene45289	TRNAK29_variant3	3
gene44965	TRNAK29_variant4	3
gene45655	TRNAK29_variant5	3
gene13133	TRNAK29_variant6	3
gene41884	TRNAK29_variant7	3
gene44635	TRNAK29_variant8	3
gene810	TEKT2	1
gene36372	ZNF480	1
gene645	MAP3K6	1
gene3681	MIR1182	2
gene23522	MAP6	1
gene16150	NYAP1	1
gene3909	OR2L13	1
gene39269	PPP6R2	1
gene29678	FAM96A	1
gene8807	RTP1	1
gene3861	AHCTF1	1
gene1940	LOC101929788	2
gene26464	TEX26	1
gene8056	CCDC14	1
gene8176	EFCAB12	1
gene43020	KRT33B_variant1	1
gene32949	KRT33B_variant2	1
gene33641	KCTD2	1
gene34349	LOC101928167	2
gene8937	MFI2	1
gene28804	LOC102723492_variant1	2
gene42656	LOC102723492_variant2	2
gene19619	NR4A3	1
gene35074	SNORD41	2
gene39288	ARSA	1
gene40458	PIH1D3	1
gene21199	MBL1P	1
gene37870	POLR2CP	1
gene17929	SLC10A5P1	1
gene30413	UNKL	1
gene35407	LOC101929007	2
gene4367	SULT6B1	1
gene11594	LOC285638	3
gene8350	LOC100289361	2
gene42622	LINC00226_variant1	2
gene28770	LINC00226_variant2	2
gene35225	C19orf44	1
gene30470	BRICD5	1
gene1691	VAV3-AS1	2
gene4618	WDPCP	1
gene28984	NIPA2	1
gene6652	GBX2	1
gene593	SLC30A2	1
gene2647	TSTD1	1
gene18230	EIF3H	1
gene38515	LOC101927859	1
gene14846	C6orf120	1
gene1724	PSRC1	1
gene42812	PLA2G10_variant1	1
gene30705	PLA2G10_variant2	1
gene3493	DUSP10	1
gene363	CLCNKB	1
gene1727	PSMA5	1
gene14168	PRDX2P4	1
gene22295	AMPD3	1
gene29760	PIAS1	1
gene32020	GLTPD2	1
gene27723	PTCSC3	2
gene15247	ADCYAP1R1	1
gene40966	MIR4330	2
gene39620	CHDC2	1
gene18135	LOC100131593	1
gene12823	ALDH5A1	1
gene19686	FKTN	1
gene26295	HNRNPA1P30	1
gene31418	TK2	1
gene32284	TRIM16	1
gene586	STMN1	1
gene6651	TMSB10P1	1
gene21842	LOC101929806	1
gene68	MIR6726	2
gene1779	PIFO	1
gene16964	DPP6	1
gene15921	gene15921	3
gene12077	PRELID2	1
gene4991	IGKV1-8	4
gene3340	CR1	1
gene37562	MIR4756	2
gene6105	DNAJB1P1	1
gene37171	C20orf112	1
gene27818	KLHDC1	1
gene26480	MINOS1P1	1
gene32313	ZNF287	1
gene2875	RPLP1P3	1
gene7887	DPPA2	1
gene33656	LOC102723674	2
gene5018	IGKV3-34	4
gene36772	RAD21L1	1
gene35695	ZNF571-AS1	2
gene36345	FPR1	1
gene27839	ATL1	1
gene20605	ZNF101P1	1
gene11285	PTCD2	1
gene39901	XAGE1E	1
gene34448	SERPINB11	1
gene22715	LOC100287028	1
gene4261	gene4261	3
gene8754	MAGEF1	1
gene24830	ASS1P14	1
gene29630	ANXA2	1
gene28480	MIR770	2
gene9023	SCARNA22	1
gene30488	TBC1D24	1
gene32867	LOC102724103	2
gene21114	SYNPO2L	1
gene17984	CNBD1	1
gene34369	LOC102724698	2
gene39088	LOC101927279	2
gene3427	LOC102723802	2
gene7293	PTPN23	1
gene40953	MAGEA8	1
gene585	PAQR7	1
gene11079	MIR4459	2
gene43108	ZNF676_variant1	1
gene35425	ZNF676_variant2	1
gene24304	CACNA1C	1
gene6800	gene6800	3
gene12698	LOC101928124	2
gene27202	LOC100507747	1
gene25131	SP7	1
gene31478	NRN1L	1
gene18598	LOC102723969	2
gene25922	PLBD2	1
gene27709	LOC102723388	2
gene21126	C10orf55	1
gene6464	OBSL1	1
gene19133	gene19133	3
gene13824	MIR5685	2
gene5428	LOC102723398	2
gene30111	LOC102724452	2
gene37380	C20orf62	1
gene11176	HTR1A	1
gene30040	FSD2	1
gene12049	PCDH12	1
gene33633	LOC102723641	2
gene36627	LOC646709	1
gene6699	OR6B2	1
gene10367	WDR45P	1
gene25851	TCHP	1
gene43434	LOC102724392_variant1	2
gene41871	LOC102724392_variant2	2
gene11274	LOC102724392_variant3	2
gene35100	TRMT1	1
gene28608	EXOC3L4	1
gene32984	ZNF385C	1
gene23537	LRRC32	1
gene4885	LOC100996506	1
gene7816	IMPG2	1
gene2488	BGLAP	1
gene8288	MRAS	1
gene18558	CBWD1	1
gene35832	AXL	1
gene31719	ATP2C2	1
gene19102	FAM74A4	2
gene39173	PNPLA3	1
gene16192	LOC101927721	2
gene12728	LOC102724414	2
gene16260	LOC101927923	1
gene39015	CSNK1E	1
gene29304	SRP14	1
gene12771	LOC102724591	2
gene25092	KRT72	1
gene907	KCNQ4	1
gene36083	NAPA-AS1	2
gene38812	CCDC117	1
gene14200	RTN4IP1	1
gene21951	CEND1	1
gene30207	HMGN1P38	1
gene27587	RNF31	1
gene30612	UBN1	1
gene24163	ESAM	1
gene411	LOC101060100	1
gene31611	NPIPB15	1
gene11912	CTNNA1	1
gene21173	LINC00595	2
gene33778	CBX4	1
gene39625	LOC101928761	1
gene5244	TMEM182	1
gene32086	C17orf49	1
gene3320	IL10	1
gene12116	SH3TC2	1
gene37204	PXMP4	1
gene45896	MIR6721_variant1	2
gene45543	MIR6721_variant2	2
gene44874	MIR6721_variant3	2
gene13411	MIR6721_variant4	2
gene43739	MIR6721_variant5	2
gene45193	MIR6721_variant6	2
gene42039	MIR6721_variant7	2
gene34828	MBD3L3	1
gene11268	LOC647859_variant1	1
gene41867	LOC647859_variant2	1
gene18497	FAM203A	1
gene36909	PAK7	1
gene670	ATPIF1	1
gene23371	MIR3164	2
gene22811	OR8H1_variant1	1
gene42394	OR8H1_variant2	1
gene27535	PSMB11	1
gene9815	WDFY3	1
gene37536	DPM1	1
gene20178	GPSM1	1
gene34253	KC6	2
gene32880	RNY4P8	1
gene25301	LRP1	1
gene10813	ANKH	1
gene14655	RAET1L	1
gene5373	POLR1B	1
gene25864	RAD9B	1
gene22499	PAX6	1
gene423	PADI4	1
gene32527	NLK	1
gene17366	LOC100507156	2
gene61	SDF4	1
gene27082	ITGBL1	1
gene45564	TAP2_variant1	1
gene44899	TAP2_variant2	1
gene45922	TAP2_variant3	1
gene42056	TAP2_variant4	1
gene13434	TAP2_variant5	1
gene44468	TAP2_variant6	1
gene43764	TAP2_variant7	1
gene45213	TAP2_variant8	1
gene4996	IGKV1-13	4
gene35138	LOC102724251	2
gene19582	MIR1302-8	2
gene34440	VPS4B	1
gene25056	GALNT6	1
gene1032	RPL7AP16	1
gene36617	ZSCAN5B	1
gene30838	LOC653786	1
gene28503	SNORD114-1	2
gene14234	SESN1	1
gene5462	CLASP1	1
gene9774	RASGEF1B	1
gene12232	LOC102724404	2
gene4951	PLGLB2	1
gene9121	AFAP1	1
gene16668	TRBV2_variant1	4
gene42123	TRBV2_variant2	4
gene22879	MIR130A	2
gene28569	MIR154	2
gene10754	PAPD7	1
gene34472	TMX3	1
gene27008	DZIP1	1
gene9560	MIR1269A	2
gene14404	RNF146	1
gene17371	NKX3-1	1
gene36261	EMC10	1
gene23094	WDR74	1
gene39711	KRT8P14	1
gene36616	GALP	1
gene9138	LOC100288430	1
gene11938	PURA	1
gene4452	LOC100130502	3
gene15088	TMEM196	1
gene15848	GTF2IRD2B	1
gene29832	NEO1	1
gene26309	GRK6P1	1
gene31987	RPL21P125	1
gene27896	LGALS3	1
gene7478	GLT8D1	1
gene35038	ZNF878	1
gene38747	UPB1	1
gene30046	BTBD1	1
gene5011	IGKV1-27	4
gene45795	ABCF1_variant1	1
gene45085	ABCF1_variant2	1
gene45428	ABCF1_variant3	1
gene44333	ABCF1_variant4	1
gene44779	ABCF1_variant5	1
gene43615	ABCF1_variant6	1
gene13282	ABCF1_variant7	1
gene28195	FCF1	1
gene6325	gene6325	3
gene26713	GUCY1B2	1
gene33405	LOC100996660	2
gene1168	LRP8	1
gene14828	LOC101929844	1
gene7906	TAGLN3	1
gene11450	LOC100505878	2
gene14397	CENPW	1
gene19185	AQP7P3	1
gene38202	ZBTB21	1
gene26395	RPS3AP44	1
gene30872	gene30872	3
gene42704	IGHV1-69_variant1	4
gene28851	IGHV1-69_variant2	4
gene1626	PALMD	1
gene266	RNU5E-1	2
gene5372	TTL	1
gene14044	LOC102724201	2
gene32993	STAT5B	1
gene30284	VIMP	1
gene15002	MIR3683	2
gene9067	RPS3AP16	1
gene5877	SSB	1
gene35195	OR10H5	1
gene21899	DUX4L12	1
gene816	SH3D21	1
gene450	MINOS1-NBL1	1
gene11952	LOC100505798	3
gene24344	AKAP3	1
gene20803	TIMM23	1
gene24050	USP2-AS1	2
gene11173	LRRC70	1
gene38067	TMEM50B_variant1	1
gene43198	TMEM50B_variant2	1
gene17771	DNAJC5B	1
gene17416	SCARA3	1
gene8385	CPA3	1
gene30121	LOC102724513	2
gene33205	LOC101927166	2
gene36143	BCAT2	1
gene8672	MFN1	1
gene21228	NRG3	1
gene28062	PLEKHH1	1
gene33310	RPS2P48	1
gene37717	RTEL1-TNFRSF6B	2
gene42241	USP17L1P_variant1	1
gene17098	USP17L1P_variant2	1
gene1005	TCTEX1D4	1
gene3159	CAMSAP2	1
gene32850	TCAP	1
gene25773	HCFC2	1
gene29942	LOC440292	1
gene30306	OR4F28P	1
gene19716	FAM206A	1
gene34233	MOCOS	1
gene24225	PRDM10	1
gene1757	SLC16A4	1
gene2787	DUSP27	1
gene18238	RPS10P16	1
gene12067	MIR5197	2
gene13120	TRNAT17_variant1	3
gene43454	TRNAT17_variant2	3
gene29889	C15orf39	1
gene14350	FAM184A	1
gene25137	MAP3K12	1
gene23474	PAAF1	1
gene21728	RPS8P4	1
gene29049	SNORD116-24	2
gene10488	LOC102723317	2
gene17338	PIWIL2	1
gene14679	SYNE1	1
gene31424	CMTM4	1
gene14313	TSPYL1	1
gene9418	GUF1	1
gene5173	UBTFL6	1
gene17966	LOC100288562	1
gene30990	LOC101928671	2
gene23984	LOC100129201	1
gene32652	LOC102724625	2
gene12867	HIST1H3C	1
gene25626	C12orf74	1
gene32720	GAS2L2	1
gene42076	DBIP1_variant1	1
gene14007	DBIP1_variant2	1
gene35873	LOC100505622	2
gene35684	ZNF585A	1
gene26318	RPS7P10	1
gene12137	SLC26A2	1
gene30425	CRAMP1L	1
gene5144	KANSL3	1
gene37607	RAB22A	1
gene239	TARDBP	1
gene37492	STAU1	1
gene1183	MIR4781	2
gene36405	ZNF160	1
gene42477	ANKRD20A9P_variant1	1
gene26245	ANKRD20A9P_variant2	1
gene5678	LOC101928455	2
gene19509	BARX1	1
gene35254	NXNL1	1
gene381	LOC102724970	1
gene21755	ARMS2	1
gene8024	ILDR1	1
gene40822	RPL7P56	1
gene23008	SLC15A3	1
gene9220	LINC01085	2
gene40775	LOC728470	1
gene21260	ADIRF	1
gene28153	NUMB	1
gene12163	TNIP1	1
gene10557	RPL19P8	1
gene31479	PSKH1	1
gene22049	RHOG	1
gene37191	BPIFA3	1
gene8787	KNG1	1
gene33762	CANT1	1
gene20292	LOC102724727	1
gene33401	HEATR6	1
gene13730	RUNX2	1
gene33967	MIR4317	2
gene5869	CCDC173	1
gene27162	SOX1	1
gene35441	ZNF99	1
gene16999	gene16999	3
gene39386	FAM9A	1
gene11708	ZNF474	1
gene29680	SNX22	1
gene40725	MBNL3	1
gene32295	ADORA2B	1
gene12711	LOC101928191	2
gene19416	RPSAP49	1
gene3971	LOC440570	3
gene7299	MIR1226	2
gene25795	LOC100287944	2
gene28116	SYNJ2BP	1
gene30930	LOC730153	1
gene37101	FAM182A	2
gene26196	POLE	1
gene532	E2F2	1
gene38271	TSPEAR	1
gene34598	RNU6-9	2
gene26059	HIP1R	1
gene5031	IGKV2D-40	4
gene32031	ENO3	1
gene31988	EMC6	1
gene14969	RSPH10B	1
gene35934	IRGC	1
gene30110	AGBL1-AS1	2
gene28251	SAMD15	1
gene2315	LCE3A	1
gene30120	DET1	1
gene19247	TRPM3	1
gene27027	RAP2A	1
gene28673	CRIP1	1
gene18150	AZIN1	1
gene15951	TP53TG1	2
gene10739	LINC01020	2
gene4272	LOC102724921	1
gene33597	CDC42EP4	1
gene18006	TMEM64	1
gene28066	ARG2	1
gene39151	LOC692246	1
gene22974	OR10V2P	1
gene11606	TSLP	1
gene32627	ADAP2	1
gene18743	IFNA14	1
gene10958	SLC1A3	1
gene43859	GOLGA6L1_variant1	1
gene28989	GOLGA6L1_variant2	1
gene42740	GOLGA6L1_variant3	1
gene15815	BCL7B	1
gene36003	MIR6088	2
gene2710	HSPA7	1
gene44216	TRNAF7_variant1	3
gene13164	TRNAF7_variant2	3
gene41907	TRNAF7_variant3	3
gene43498	TRNAF7_variant4	3
gene45686	TRNAF7_variant5	3
gene45320	TRNAF7_variant6	3
gene44662	TRNAF7_variant7	3
gene21097	NUDT13	1
gene41606	LOC101929317	1
gene26781	DNAJA1P1	1
gene31328	MT1F	1
gene26063	ARL6IP4	1
gene38855	CCDC157	1
gene30365	RAB40C	1
gene4903	C2orf68	1
gene26716	FAM124A	1
gene35650	CLIP3	1
gene5523	MED15P9	2
gene17630	RPL29P19	1
gene28341	LOC101930294	2
gene28810	IGHVIV-44-1_variant1	4
gene42662	IGHVIV-44-1_variant2	4
gene24505	LOC102724747	1
gene28132	LOC102724015	2
gene23542	B3GNT6	1
gene4574	LOC442017	1
gene42132	TRBV4-3	4
gene24266	LOC283177	2
gene37667	C20orf166	1
gene29941	LOC645752	1
gene17309	LPL	1
gene29486	LOC101928472	2
gene31616	RPS10P23	1
gene24510	CLEC2D	1
gene26650	FKBP1AP3	1
gene4926	CD8B	1
gene40517	LOC102724491	2
gene8451	LOC102724289	2
gene24276	SLC6A12	1
gene31116	LOC102724199	2
gene30393	LOC101929409	1
gene2526	ETV3L	1
gene11454	RASA1	1
gene18916	FAM214B	1
gene15552	PHKG1	1
gene27922	RPL3P3	1
gene17930	IMPA1	1
gene25630	HNRNPA1P50	1
gene21526	NPM3	1
gene8516	RARRES1	1
gene33886	B3GNTL1_variant1	1
gene43067	B3GNTL1_variant2	1
gene24768	KLHL42	1
gene35302	KLHL26	1
gene33106	GJC1	1
gene36830	C20orf194	1
gene22438	LOC102723370	2
gene3806	EXO1	1
gene43309	LOC101928804_variant1	2
gene44945	LOC101928804_variant2	2
gene44088	LOC101928804_variant3	2
gene43320	LOC101928804_variant4	2
gene43374	LOC101928804_variant5	2
gene44613	LOC101928804_variant6	2
gene44137	LOC101928804_variant7	2
gene43336	LOC101928804_variant8	2
gene36543	LOC101928804_variant9	2
gene45994	LOC101928804_variant10	2
gene44586	LOC101928804_variant11	2
gene44573	LOC101928804_variant12	2
gene44104	LOC101928804_variant13	2
gene45628	LOC101928804_variant14	2
gene44558	LOC101928804_variant15	2
gene44166	LOC101928804_variant16	2
gene46099	LOC101928804_variant17	2
gene43355	LOC101928804_variant18	2
gene44154	LOC101928804_variant19	2
gene43275	LOC101928804_variant20	2
gene44598	LOC101928804_variant21	2
gene44074	LOC101928804_variant22	2
gene44128	LOC101928804_variant23	2
gene43171	LOC101928804_variant24	2
gene43290	LOC101928804_variant25	2
gene44117	LOC101928804_variant26	2
gene34747	LRG1	1
gene33736	TNRC6C-AS1	2
gene42977	TRNAN17_variant1	3
gene32817	TRNAN17_variant2	3
gene2540	KIRREL	1
gene19923	LOC101929014	2
gene11212	PIK3R1	1
gene27607	ADCY4	1
gene15423	ZMIZ2	1
gene27384	TRAV4	4
gene21016	TET1	1
gene2022	PPIAL4E	1
gene8640	LOC101928640	2
gene4774	STAMBP	1
gene21604	gene21604	3
gene23190	MIR6879	2
gene22995	MS4A12	1
gene5154	FAM178B	1
gene2456	MIR555	2
gene9941	MIR8066	2
gene18891	RPP25L	1
gene33185	LRRC46	1
gene6807	LINC00312	2
gene17767	LOC286186	2
gene25505	KCNC2	1
gene34461	CDH19	1
gene21166	LOC101929347_variant1	2
gene42343	LOC101929347_variant2	2
gene23308	SSH3	1
gene1180	LDLRAD1	1
gene36705	ZNF135	1
gene34403	CCBE1	1
gene37398	WFDC12	1
gene32211	CCDC42	1
gene21158	LOC101929328	2
gene27884	CNIH1	1
gene39391	LOC102724044	2
gene24254	gene24254	3
gene31094	TP53TG3	1
gene10491	SH3RF1	1
gene29350	OIP5-AS1	2
gene6806	LMCD1	1
gene14143	GPR63	1
gene38539	AIFM3	1
gene14244	MICAL1	1
gene2829	BLZF1	1
gene1318	GNG12-AS1	2
gene12034	PCDHGC3	1
gene5436	MARCO	1
gene443	AKR7L	1
gene7925	CD200R1	1
gene16821	NOBOX	1
gene37533	ADNP	1
gene14625	UST	1
gene32691	RFFL	1
gene9442	NIPAL1	1
gene34715	APBA3	1
gene33086	MIR6782	2
gene31012	ZNF689	1
gene6085	PMS1	1
gene11872	IL9	1
gene5217	RPL31	1
gene41017	ATP2B3	1
gene34664	MIR4321	2
gene25047	TFCP2	1
gene2640	LY9	1
gene14979	KDELR2	1
gene44067	LOC102723840_variant1	2
gene43265	LOC102723840_variant2	2
gene39323	LOC102723840_variant3	2
gene33961	gene33961	3
gene35692	ZNF570	1
gene1467	COL24A1	1
gene38571	SDF2L1	1
gene18953	LINC00961	2
gene12780	DEK	1
gene25802	C12orf23	1
gene26274	PSPC1	1
gene21414	DNTT	1
gene20060	SNORD62A	2
gene30899	EIF3CL	1
gene20507	gene20507	3
gene21740	WDR11-AS1	2
gene9414	LOC402175	1
gene11842	CDKN2AIPNL	1
gene31730	LOC400548	2
gene2694	TRNAG15	3
gene4651	SPRED2	1
gene7134	SCN10A	1
gene23853	C11orf65	1
gene33533	PITPNC1	1
gene1502	GBP5	1
gene30256	MIR4714	2
gene6474	LOC729770	3
gene14390	NCOA7	1
gene17868	RPS3AP32	1
gene39278	ODF3B	1
gene2910	SNORD79	2
gene8862	LOC102724877	2
gene40735	RPSAP63	1
gene35341	LINC00663	2
gene30023	RPL9P8_variant1	1
gene42782	RPL9P8_variant2	1
gene10209	gene10209	3
gene42699	IGHVII-67-1_variant1	4
gene28846	IGHVII-67-1_variant2	4
gene23307	ANKRD13D	1
gene37315	SNORA71C	2
gene36137	FUT2	1
gene4161	GDF7	1
gene20551	MIR1254-2	2
gene14458	TAAR8	1
gene23632	FZD4	1
gene29651	LOC102724938	2
gene18397	LOC102724215	1
gene27277	OR4L1	1
gene42171	TRBV15_variant1	4
gene16710	TRBV15_variant2	4
gene24867	LOC101929308	1
gene16883	KRBA1	1
gene33215	HOXB7	1
gene27340	METTL17	1
gene25762	STAB2	1
gene28940	POTEB	1
gene35073	TNPO2	1
gene27589	IRF9	1
gene17054	MCPH1	1
gene20829	BMS1P5	1
gene12835	ASS1P1	1
gene32665	MYO1D	1
gene30258	SYNM	1
gene37686	BHLHE23	1
gene25721	DEPDC4	1
gene7201	POMGNT2	1
gene39209	WNT7B	1
gene38109	SETD4	1
gene6004	SESTD1	1
gene18850	TRBV20OR9-2	4
gene35761	RPS16	1
gene7802	TMEM30C	1
gene6461	CHPF	1
gene36757	CSNK2A1	1
gene82	TMEM88B	1
gene26	OR4F16	1
gene30487	NTN3	1
gene7162	RPL14	1
gene17649	LOC102724330	2
gene42303	MIR4664_variant1	2
gene18471	MIR4664_variant2	2
gene31451	TMEM208	1
gene20156	gene20156	3
gene8128	ABTB1	1
gene5725	ARL5A	1
gene8540	LOC401098	3
gene23572	MIR708	2
gene24169	HEPACAM	1
gene8760	EHHADH	1
gene14950	RBAK	1
gene16951	KMT2C	1
gene1378	gene1378	3
gene8066	ITGB5	1
gene13693	YIPF3	1
gene9588	MT2P1_variant1	1
gene41801	MT2P1_variant2	1
gene39277	TYMP	1
gene23148	FKBP2	1
gene28584	DIO3OS	2
gene32873	NR1D1	1
gene7489	TMEM110	1
gene33802	BAIAP2-AS1	2
gene39293	RPL23AP82	1
gene12015	PCDHGA3	1
gene5676	LOC101928411	1
gene16397	NDUFA5	1
gene9795	THAP9	1
gene35595	LOC101927485	1
gene3405	TMEM206	1
gene27841	SAV1	1
gene34365	MIR4529	2
gene39530	SAT1	1
gene7714	LOC285232	1
gene29964	ADAMTS7	1
gene3114	LOC102723336	2
gene38553	FAM230B	2
gene33385	YPEL2	1
gene5793	RBMS1	1
gene10523	LOC101928439	2
gene29239	PGBD4	1
gene9615	UGT2B28	1
gene14700	LOC101928868	2
gene43058	LOC100294341	1
gene1314	HNRNPCP9	1
gene20471	LOC101928623	2
gene7758	ARL6	1
gene14669	LOC102723831	2
gene27242	LOC642661	1
gene7654	LOC101927346	2
gene31809	CBFA2T3	1
gene34993	C19orf80	1
gene34018	NPIPB1P	1
gene30843	COG7	1
gene41067	PLXNA3	1
gene33888	LOC101930496	2
gene21441	MMS19	1
gene26891	MYCBP2-AS1	2
gene25736	CHPT1	1
gene4977	IGKJ5	1
gene33795	RPTOR	1
gene17063	MIR4659B	2
gene38789	MIR548J	2
gene25273	LOC100128676	1
gene5415	ACTR3	1
gene22763	OR4P4	1
gene19752	UGCG	1
gene23972	RPS27P19	1
gene20755	ZNF485	1
gene8816	LPP	1
gene23317	PTPRCAP	1
gene35274	IL12RB1	1
gene40202	ATRX	1
gene5794	MIR4785	2
gene35553	CHST8	1
gene14709	LOC101928899	2
gene3678	ARV1	1
gene30082	NMB	1
gene11049	FGF10-AS1	2
gene39301	LOC102724464	1
gene13809	GSTA1	1
gene18682	PSIP1P1	1
gene40495	CHRDL1	1
gene14272	TRAF3IP2	1
gene36522	LILRA4_variant1	1
gene46036	LILRA4_variant2	1
gene46078	LILRA4_variant3	1
gene44041	LILRA4_variant4	1
gene14423	LAMA2	1
gene43824	LOC100505570_variant1	2
gene42371	LOC100505570_variant2	2
gene21984	LOC100505570_variant3	2
gene17479	LOC101929492	2
gene23329	DOC2GP	1
gene41039	RENBP	1
gene3750	NID1	1
gene16266	ATXN7L1	1
gene11638	gene11638	3
gene34800	MIR6790	2
gene20384	ITIH5	1
gene25596	gene25596	3
gene10616	CCDC110	1
gene35333	PHF5CP	1
gene1219	C8A	1
gene21795	TEX36	1
gene16714	TRBV19_variant1	4
gene42175	TRBV19_variant2	4
gene31005	MIR4518	2
gene28746	IGHV3-7_variant1	4
gene42598	IGHV3-7_variant2	4
gene16785	FAM115C	1
gene28501	SNORD113-8	2
gene24656	SLC15A5	1
gene24117	OR10G9	1
gene37006	LOC100287166	3
gene28854	IGHV3-72_variant1	4
gene42707	IGHV3-72_variant2	4
gene10959	LOC646719	2
gene30554	TRNAR23	3
gene8334	TFDP2	1
gene34353	POLI	1
gene33596	CPSF4L	1
gene31009	ZNF764	1
gene30974	C16orf92	1
gene26445	LINC00384	2
gene12287	LOC102724458	2
gene851	FHL3	1
gene28077	RAD51B	1
gene20706	ZNF248	1
gene25259	RNF41	1
gene11852	C5orf24	1
gene37383	SERINC3	1
gene21454	LINC00866	2
gene1185	CDCP2	1
gene12848	HIST1H2AA	1
gene37188	BPIFA2	1
gene18273	TBC1D31	1
gene32488	KCNJ18	1
gene5996	FKBP7	1
gene12898	TRNAM1	3
gene6195	STRADB	1
gene18667	LINC00583	2
gene477	DDOST	1
gene20163	KCNT1	1
gene15979	LOC102723899	1
gene30172	NGRN	1
gene39752	NUS1P1	1
gene10719	LOC102724884	2
gene3752	GPR137B	1
gene41046	MECP2	1
gene22342	PSMA1	1
gene40111	CXorf49	1
gene29435	EIF3J-AS1	2
gene23910	BCO2	1
gene15909	TMEM60	1
gene25955	NOS1	1
gene9641	CSN3	1
gene32107	YBX2	1
gene45382	HLA-H_variant1	1
gene44733	HLA-H_variant2	1
gene45055	HLA-H_variant3	1
gene43569	HLA-H_variant4	1
gene41956	HLA-H_variant5	1
gene44287	HLA-H_variant6	1
gene45750	HLA-H_variant7	1
gene13235	HLA-H_variant8	1
