,chr,start,end,bp_overlap,bed
2943,chr2,165709989,165710499,510,oreganno
2944,chr2,165747855,165748078,223,oreganno
2945,chr2,165856642,165857233,440,oreganno
2946,chr2,165861268,165861530,262,oreganno
2947,chr2,166630687,166631128,441,oreganno
2948,chr2,167144457,167144769,149,oreganno
2949,chr2,167328440,167329033,593,oreganno
2950,chr2,167984527,167984921,48,oreganno
2951,chr2,174154657,174155128,471,oreganno
2952,chr2,174342648,174343154,253,oreganno
2953,chr2,179711351,179711980,629,oreganno
2954,chr2,180008147,180008697,345,oreganno
2955,chr2,181303081,181303294,213,oreganno
2956,chr2,181572347,181572852,447,oreganno
2957,chr2,181652128,181652532,404,oreganno
2958,chr3,5860391,5860862,376,oreganno
2959,chr3,8766782,8767214,136,oreganno
2960,chr3,9833386,9833955,487,oreganno
2961,chr3,14869488,14870209,288,oreganno
2962,chr3,19527942,19529420,1384,oreganno
2963,chr3,21834471,21835697,1071,oreganno
2964,chr3,21860154,21861078,211,oreganno
2965,chr3,27052513,27053270,651,oreganno
2966,chr3,30691664,30692502,838,oreganno
2967,chr3,37317975,37319448,308,oreganno
2968,chr3,37656985,37657386,401,oreganno
2969,chr3,40548725,40550503,429,oreganno
2970,chr3,51038317,51038738,394,oreganno
2971,chr3,51079816,51080435,619,oreganno
2972,chr3,51908824,51909060,236,oreganno
2973,chr3,58329291,58330188,897,oreganno
2974,chr3,60331773,60332799,220,oreganno
2975,chr3,60379835,60380306,68,oreganno
2976,chr3,65184041,65184479,249,oreganno
2977,chr3,65331525,65332525,559,oreganno
2978,chr3,65415707,65416285,397,oreganno
2979,chr3,65467023,65467446,423,oreganno
2980,chr3,65661928,65662209,281,oreganno
2981,chr3,81586777,81587323,331,oreganno
2982,chr3,82161505,82162417,668,oreganno
2983,chr3,83800902,83801428,164,oreganno
2984,chr3,84617853,84618652,42,oreganno
2985,chr3,84998880,84999334,429,oreganno
2986,chr3,87689209,87690019,810,oreganno
2987,chr3,87945459,87946428,646,oreganno
2988,chr3,88356629,88357723,465,oreganno
2989,chr3,88968467,88968922,168,oreganno
2990,chr3,89083421,89083763,342,oreganno
2991,chr3,89084947,89085234,287,oreganno
2992,chr3,90096656,90097249,197,oreganno
2993,chr3,90279721,90280307,536,oreganno
2994,chr3,94113683,94114409,141,oreganno
2995,chr3,94170639,94171024,212,oreganno
2996,chr3,94170639,94171024,191,oreganno
2997,chr3,96361448,96361999,551,oreganno
2998,chr3,96380549,96381080,27,oreganno
2999,chr3,97432412,97432980,457,oreganno
3000,chr3,103605720,103606578,776,oreganno
3001,chr3,103605720,103606578,282,oreganno
3002,chr3,104245994,104246201,55,oreganno
3003,chr3,104245994,104246201,207,oreganno
3004,chr3,106350100,106351008,24,oreganno
3005,chr3,106350100,106351008,105,oreganno
3006,chr3,107499179,107499849,162,oreganno
3007,chr3,107562991,107563555,564,oreganno
3008,chr3,108012967,108014059,777,oreganno
3009,chr3,108456504,108457256,435,oreganno
3010,chr3,115345431,115346115,446,oreganno
3011,chr3,115496194,115496932,480,oreganno
3012,chr3,115496194,115496932,251,oreganno
3013,chr3,116510734,116511668,300,oreganno
3014,chr3,120874025,120874946,513,oreganno
3015,chr3,129002778,129003152,315,oreganno
3016,chr3,130393885,130395101,1216,oreganno
3017,chr3,133420936,133421454,514,oreganno
3018,chr3,133421516,133421748,152,oreganno
3019,chr3,135488250,135489760,759,oreganno
3020,chr3,135488250,135489760,47,oreganno
3021,chr3,137940004,137940268,60,oreganno
3022,chr3,142058322,142059069,503,oreganno
3023,chr3,142106227,142106675,214,oreganno
3024,chr3,142156446,142156861,415,oreganno
3025,chr3,142193016,142194008,355,oreganno
3026,chr3,142282594,142284007,614,oreganno
3027,chr3,142373634,142374011,377,oreganno
3028,chr3,142543943,142544297,278,oreganno
3029,chr3,143864891,143865436,545,oreganno
3030,chr3,143867606,143867808,202,oreganno
3031,chr3,143867882,143868713,831,oreganno
3032,chr3,144381935,144382773,363,oreganno
3033,chr3,145579336,145580321,367,oreganno
3034,chr3,145586762,145588040,360,oreganno
3035,chr3,146162234,146163995,437,oreganno
3036,chr3,148715459,148715894,435,oreganno
3037,chr3,151978541,151979046,379,oreganno
3038,chr3,157609630,157611014,1289,oreganno
3039,chr4,3010559,3010781,211,oreganno
3040,chr4,3010559,3010781,2,oreganno
3041,chr4,3011625,3011825,200,oreganno
3042,chr4,3018407,3018714,44,oreganno
3043,chr4,3605065,3605716,293,oreganno
3044,chr4,8855665,8856305,384,oreganno
3045,chr4,11073844,11074659,490,oreganno
3046,chr4,11073844,11074659,100,oreganno
3047,chr4,11118163,11118790,398,oreganno
3048,chr4,16090409,16091629,546,oreganno
3049,chr4,21693774,21694610,737,oreganno
3050,chr4,24824668,24826056,129,oreganno
3051,chr4,32142064,32142621,529,oreganno
3052,chr4,32325334,32325797,463,oreganno
3053,chr4,32335335,32335598,263,oreganno
3054,chr4,33334433,33335068,409,oreganno
3055,chr4,33335264,33335911,647,oreganno
3056,chr4,33348452,33348704,252,oreganno
3057,chr4,34830076,34830492,416,oreganno
3058,chr4,40704487,40705210,200,oreganno
3059,chr4,40770776,40771206,289,oreganno
3060,chr4,40792539,40792911,110,oreganno
3061,chr4,40799865,40800269,88,oreganno
3062,chr4,41453943,41454318,353,oreganno
3063,chr4,43018655,43018912,257,oreganno
3064,chr4,43591354,43592239,613,oreganno
3065,chr4,44993998,44994723,21,oreganno
3066,chr4,45025001,45025938,731,oreganno
3067,chr4,46208726,46209480,351,oreganno
3068,chr4,46547963,46548452,489,oreganno
3069,chr4,46548584,46549258,71,oreganno
3070,chr4,46624142,46624416,274,oreganno
3071,chr4,48286361,48286626,121,oreganno
3072,chr4,53172686,53173087,317,oreganno
3073,chr4,55362099,55363224,1125,oreganno
3074,chr4,57287929,57288374,445,oreganno
3075,chr4,57928612,57928863,67,oreganno
3076,chr4,57929337,57929641,304,oreganno
3077,chr4,57929337,57929641,304,oreganno
3078,chr4,58947880,58948418,538,oreganno
3079,chr4,59015746,59016226,480,oreganno
3080,chr4,59343821,59344225,361,oreganno
3081,chr4,59343821,59344225,139,oreganno
3082,chr4,59343821,59344225,22,oreganno
3083,chr4,59344332,59344979,10,oreganno
3084,chr4,59344332,59344979,647,oreganno
3085,chr4,59344332,59344979,229,oreganno
3086,chr4,63223032,63223291,154,oreganno
3087,chr4,63256226,63256826,26,oreganno
3088,chr4,64158889,64159125,236,oreganno
3089,chr4,70039055,70039363,308,oreganno
3090,chr4,70112783,70113358,251,oreganno
3091,chr4,71859997,71860443,243,oreganno
3092,chr4,71859997,71860443,350,oreganno
3093,chr4,88367706,88368665,714,oreganno
3094,chr4,88555480,88555872,41,oreganno
3095,chr4,88791216,88791728,512,oreganno
3096,chr4,94827631,94828577,650,oreganno
3097,chr4,97438690,97439550,860,oreganno
3098,chr4,100889400,100890067,667,oreganno
3099,chr4,100964647,100966194,648,oreganno
3100,chr4,101029903,101030449,458,oreganno
3101,chr4,102242533,102243517,530,oreganno
3102,chr4,102887836,102888259,423,oreganno
3103,chr4,106262752,106263239,83,oreganno
3104,chr4,106262752,106263239,487,oreganno
3105,chr4,106582798,106583210,412,oreganno
3106,chr4,108128653,108128869,124,oreganno
3107,chr4,108133111,108133666,469,oreganno
3108,chr4,114748096,114748566,378,oreganno
3109,chr4,116136572,116137342,607,oreganno
3110,chr4,116323592,116324581,120,oreganno
3111,chr4,118788887,118789249,362,oreganno
3112,chr4,119405945,119406642,401,oreganno
3113,chr4,120488181,120488762,581,oreganno
3114,chr4,120647338,120648448,772,oreganno
3115,chr4,120674911,120675585,445,oreganno
3116,chr4,120696564,120696845,281,oreganno
3117,chr4,123266066,123266444,378,oreganno
3118,chr4,123581852,123582509,657,oreganno
3119,chr4,125858320,125858723,403,oreganno
3120,chr4,126418700,126419008,276,oreganno
3121,chr4,128736126,128736798,190,oreganno
3122,chr4,128953754,128954021,267,oreganno
3123,chr4,129138399,129139136,737,oreganno
3124,chr4,129262186,129262785,599,oreganno
3125,chr4,131597526,131597839,29,oreganno
3126,chr4,131885120,131885685,79,oreganno
3127,chr4,132501464,132502584,161,oreganno
3128,chr4,133101301,133102208,443,oreganno
3129,chr4,133187350,133187624,199,oreganno
3130,chr4,133368946,133370628,368,oreganno
3131,chr4,134474252,134474713,461,oreganno
3132,chr4,136604374,136604919,545,oreganno
3133,chr4,137875469,137875718,249,oreganno
3134,chr4,138528125,138528392,267,oreganno
3135,chr4,138528519,138529079,36,oreganno
3136,chr4,138686188,138686436,248,oreganno
3137,chr4,138686744,138687286,126,oreganno
3138,chr4,140770400,140770826,426,oreganno
3139,chr4,140828698,140829530,478,oreganno
3140,chr4,140919073,140919273,200,oreganno
3141,chr4,140919073,140919273,70,oreganno
3142,chr4,141114921,141115719,456,oreganno
3143,chr4,141277072,141277409,32,oreganno
3144,chr4,141279079,141279712,66,oreganno
3145,chr4,144482125,144482962,297,oreganno
3146,chr4,144889878,144890619,241,oreganno
3147,chr4,146778705,146779009,304,oreganno
3148,chr4,147525531,147526450,573,oreganno
3149,chr4,148656426,148656916,463,oreganno
3150,chr4,149245625,149246086,461,oreganno
3151,chr4,150418671,150419334,663,oreganno
3152,chr4,150418671,150419334,39,oreganno
3153,chr4,151382663,151383668,803,oreganno
3154,chr4,151384430,151384636,206,oreganno
3155,chr4,151401415,151402124,709,oreganno
3156,chr4,151505174,151506084,218,oreganno
3157,chr4,154301774,154302504,592,oreganno
3158,chr4,154574770,154575623,347,oreganno
3159,chr4,154591302,154591898,321,oreganno
3160,chr5,3516712,3517211,422,oreganno
3161,chr5,8422271,8423101,416,oreganno
3162,chr5,9100426,9101733,1241,oreganno
3163,chr5,21206804,21207843,197,oreganno
3164,chr5,21292343,21292841,466,oreganno
3165,chr5,22093257,22093712,142,oreganno
3166,chr5,23772065,23772877,631,oreganno
3167,chr5,24190785,24191871,244,oreganno
3168,chr5,24192051,24192303,23,oreganno
3169,chr5,30558760,30559372,445,oreganno
3170,chr5,31189636,31191472,1312,oreganno
3171,chr5,34530272,34530960,523,oreganno
3172,chr5,35002490,35003389,732,oreganno
3173,chr5,37117565,37117970,131,oreganno
3174,chr5,38611083,38612161,456,oreganno
3175,chr5,45865472,45865794,64,oreganno
3176,chr5,51943541,51944269,344,oreganno
3177,chr5,63137151,63137462,283,oreganno
3178,chr5,63315817,63316252,265,oreganno
3179,chr5,65197257,65197775,498,oreganno
3180,chr5,65590560,65591203,587,oreganno
3181,chr5,66155173,66155438,265,oreganno
3182,chr5,66155541,66155838,297,oreganno
3183,chr5,66156072,66156607,313,oreganno
3184,chr5,73282780,73283147,367,oreganno
3185,chr5,88993572,88994418,846,oreganno
3186,chr5,88994763,88995276,21,oreganno
3187,chr5,92391187,92392219,916,oreganno
3188,chr5,92756256,92756781,210,oreganno
3189,chr5,92782466,92783028,528,oreganno
3190,chr5,93635279,93636106,774,oreganno
3191,chr5,99681680,99682392,436,oreganno
3192,chr5,104189153,104190223,31,oreganno
3193,chr5,104450617,104451303,221,oreganno
3194,chr5,104450617,104451303,326,oreganno
3195,chr5,104450617,104451303,35,oreganno
3196,chr5,105668450,105668982,532,oreganno
3197,chr5,105721853,105722160,201,oreganno
3198,chr5,105721853,105722160,240,oreganno
3199,chr5,105722389,105723085,144,oreganno
3200,chr5,105722389,105723085,231,oreganno
3201,chr5,107866595,107867518,381,oreganno
3202,chr5,108116776,108117569,650,oreganno
3203,chr5,110877377,110878232,71,oreganno
3204,chr5,111065012,111065317,305,oreganno
3205,chr5,111236992,111237701,623,oreganno
3206,chr5,112730628,112731203,87,oreganno
3207,chr5,112753582,112754021,353,oreganno
3208,chr5,115371704,115372273,147,oreganno
3209,chr5,115617343,115617842,187,oreganno
3210,chr5,115617343,115617842,432,oreganno
3211,chr5,115938813,115939240,51,oreganno
3212,chr5,115939478,115940783,804,oreganno
3213,chr5,116009161,116010032,415,oreganno
3214,chr5,117565953,117566332,175,oreganno
3215,chr5,117583386,117583823,187,oreganno
3216,chr5,117583931,117584398,467,oreganno
3217,chr5,118809643,118810489,266,oreganno
3218,chr5,121670740,121671064,324,oreganno
3219,chr5,122288657,122288965,59,oreganno
3220,chr5,122724876,122725108,232,oreganno
3221,chr5,122871950,122872452,502,oreganno
3222,chr5,125028813,125029267,453,oreganno
3223,chr5,125869426,125870080,654,oreganno
3224,chr5,125873334,125873827,329,oreganno
3225,chr5,125873334,125873827,415,oreganno
3226,chr5,125914160,125914787,575,oreganno
3227,chr5,125955989,125956706,293,oreganno
3228,chr5,135491422,135491694,140,oreganno
3229,chr5,135591104,135591564,396,oreganno
3230,chr5,137943342,137944450,865,oreganno
3231,chr5,138612186,138612764,559,oreganno
3232,chr5,140797276,140797860,219,oreganno
3233,chr5,142916344,142917106,762,oreganno
3234,chr5,142917287,142917814,186,oreganno
3235,chr5,144775520,144776028,508,oreganno
3236,chr5,146041168,146042082,337,oreganno
3237,chr5,147072468,147072908,440,oreganno
3238,chr5,147870912,147871183,271,oreganno
3239,chr5,147887846,147888524,678,oreganno
3240,chr5,147888620,147889314,45,oreganno
3241,chr5,148110859,148111059,170,oreganno
3242,chr5,148135120,148135429,244,oreganno
3243,chr5,148705928,148706703,452,oreganno
3244,chr5,149806249,149806952,185,oreganno
3245,chr5,149806249,149806952,402,oreganno
3246,chr5,149818211,149818730,65,oreganno
3247,chr5,149827184,149828045,630,oreganno
3248,chr5,149862682,149863538,577,oreganno
3249,chr5,149995451,149996759,137,oreganno
3250,chr5,150040526,150041181,651,oreganno
3251,chr5,151035524,151036045,69,oreganno
3252,chr5,151403273,151404162,168,oreganno
3253,chr5,152170648,152172323,290,oreganno
3254,chr6,4550364,4551368,269,oreganno
3255,chr6,11857073,11858093,162,oreganno
3256,chr6,13019454,13020825,290,oreganno
3257,chr6,15742957,15743923,264,oreganno
3258,chr6,17625330,17625809,363,oreganno
3259,chr6,21899147,21900638,463,oreganno
3260,chr6,21934956,21935611,367,oreganno
3261,chr6,21934956,21935611,64,oreganno
3262,chr6,22289874,22290319,445,oreganno
3263,chr6,25758801,25759690,882,oreganno
3264,chr6,28371520,28372097,512,oreganno
3265,chr6,29190869,29191104,235,oreganno
3266,chr6,29643915,29644306,391,oreganno
3267,chr6,29698262,29698552,290,oreganno
3268,chr6,29698735,29698950,215,oreganno
3269,chr6,30250347,30250889,542,oreganno
3270,chr6,30250347,30250889,187,oreganno
3271,chr6,31050535,31051122,110,oreganno
3272,chr6,31134439,31135077,252,oreganno
3273,chr6,31166502,31167127,625,oreganno
3274,chr6,31171624,31171830,151,oreganno
3275,chr6,34126035,34127346,320,oreganno
3276,chr6,34812406,34813558,671,oreganno
3277,chr6,35206699,35207068,369,oreganno
3278,chr6,35206699,35207068,168,oreganno
3279,chr6,35207703,35208196,234,oreganno
3280,chr6,37348951,37349347,396,oreganno
3281,chr6,38070602,38071094,237,oreganno
3282,chr6,38292300,38292853,206,oreganno
3283,chr6,38483433,38484388,723,oreganno
3284,chr6,38501151,38501664,513,oreganno
3285,chr6,38501817,38502513,696,oreganno
3286,chr6,43586969,43587228,259,oreganno
3287,chr6,47827367,47827992,625,oreganno
3288,chr6,47870308,47871148,581,oreganno
3289,chr6,48454195,48454507,312,oreganno
3290,chr6,48576939,48577228,289,oreganno
3291,chr6,48614495,48614978,114,oreganno
3292,chr6,51495174,51495824,650,oreganno
3293,chr6,52590013,52590795,728,oreganno
3294,chr6,54709829,54710475,584,oreganno
3295,chr6,54709829,54710475,396,oreganno
3296,chr6,56869931,56870163,232,oreganno
3297,chr6,57484867,57486404,251,oreganno
3298,chr6,57484867,57486404,780,oreganno
3299,chr6,59361742,59363078,314,oreganno
3300,chr6,64992315,64993352,277,oreganno
3301,chr6,66484900,66485844,334,oreganno
3302,chr6,67216291,67217404,279,oreganno
3303,chr6,70659256,70659763,79,oreganno
3304,chr6,70763956,70764390,434,oreganno
3305,chr6,70793869,70794709,840,oreganno
3306,chr6,71390400,71391157,636,oreganno
3307,chr6,72351962,72352166,204,oreganno
3308,chr6,72565558,72565951,287,oreganno
3309,chr6,73160312,73161145,367,oreganno
3310,chr6,81937107,81937307,196,oreganno
3311,chr6,83744577,83745584,349,oreganno
3312,chr6,83781199,83782175,539,oreganno
3313,chr6,85087075,85088035,197,oreganno
3314,chr6,86437281,86437873,592,oreganno
3315,chr6,87760681,87761094,275,oreganno
3316,chr6,88024923,88025509,427,oreganno
3317,chr6,91628935,91629456,245,oreganno
3318,chr6,94631194,94631997,455,oreganno
3319,chr6,95661953,95662734,319,oreganno
3320,chr6,97161161,97161650,328,oreganno
3321,chr6,97260841,97261389,371,oreganno
3322,chr6,97260841,97261389,510,oreganno
3323,chr6,97302454,97303211,627,oreganno
3324,chr6,99472823,99473330,507,oreganno
3325,chr6,103598983,103599392,409,oreganno
3326,chr6,108162318,108163423,917,oreganno
3327,chr6,108520444,108520673,229,oreganno
3328,chr6,108608138,108608672,498,oreganno
3329,chr6,108608138,108608672,344,oreganno
3330,chr6,108609267,108609754,158,oreganno
3331,chr6,108618093,108618618,316,oreganno
3332,chr6,108659364,108660335,713,oreganno
3333,chr6,108785836,108786705,615,oreganno
3334,chr6,113604765,113605439,512,oreganno
3335,chr6,113611030,113611976,273,oreganno
3336,chr6,114881260,114881495,57,oreganno
3337,chr6,115627577,115627948,371,oreganno
3338,chr6,116085995,116086333,317,oreganno
3339,chr6,116157769,116158713,242,oreganno
3340,chr6,118511865,118512619,209,oreganno
3341,chr6,119338557,119339124,567,oreganno
3342,chr6,119345749,119346081,332,oreganno
3343,chr6,119345749,119346081,212,oreganno
3344,chr6,120414026,120414313,287,oreganno
3345,chr6,120481162,120481667,162,oreganno
3346,chr6,120489151,120489351,15,oreganno
3347,chr6,120529913,120530534,621,oreganno
3348,chr6,121080038,121080552,493,oreganno
3349,chr6,121128918,121129151,100,oreganno
3350,chr6,121133643,121135130,331,oreganno
3351,chr6,122552161,122553325,683,oreganno
3352,chr6,122760335,122762078,1284,oreganno
3353,chr6,124364970,124365611,101,oreganno
3354,chr6,124365687,124366149,112,oreganno
3355,chr6,124442940,124443172,232,oreganno
3356,chr6,124644197,124644577,209,oreganno
3357,chr6,124644197,124644577,367,oreganno
3358,chr6,124880685,124881618,393,oreganno
3359,chr6,125115401,125115992,177,oreganno
3360,chr6,128387723,128388376,132,oreganno
3361,chr6,128713931,128714823,488,oreganno
3362,chr6,128752905,128753479,478,oreganno
3363,chr6,128789560,128789863,303,oreganno
3364,chr6,129130389,129131084,447,oreganno
3365,chr6,129254262,129254641,102,oreganno
3366,chr6,129483050,129483957,406,oreganno
3367,chr6,133984858,133986297,892,oreganno
3368,chr6,133986398,133986800,216,oreganno
3369,chr6,134070729,134070997,268,oreganno
3370,chr6,134070729,134070997,185,oreganno
3371,chr6,134741293,134741876,295,oreganno
3372,chr6,134779555,134780651,740,oreganno
3373,chr6,134847655,134848773,759,oreganno
3374,chr6,134896991,134897832,339,oreganno
3375,chr6,135273327,135274308,981,oreganno
3376,chr6,136752088,136753040,767,oreganno
3377,chr6,136919084,136919286,202,oreganno
3378,chr6,137489751,137490211,161,oreganno
3379,chr6,140372175,140373834,835,oreganno
3380,chr6,140496525,140496850,291,oreganno
3381,chr6,140496525,140496850,221,oreganno
3382,chr6,142456048,142456742,484,oreganno
3383,chr6,146673115,146673743,304,oreganno
3384,chr6,146673836,146674295,459,oreganno
3385,chr6,149089748,149090890,220,oreganno
3386,chr6,149089748,149090890,726,oreganno
3387,chr6,149089748,149090890,258,oreganno
3388,chr6,149141970,149142604,329,oreganno
3389,chr7,3644390,3646111,640,oreganno
3390,chr7,4636264,4637013,749,oreganno
3391,chr7,16515277,16515603,300,oreganno
3392,chr7,16638169,16638700,401,oreganno
3393,chr7,17200113,17200990,473,oreganno
3394,chr7,17412566,17413083,385,oreganno
3395,chr7,17430815,17431197,338,oreganno
3396,chr7,19716695,19717229,475,oreganno
3397,chr7,20093512,20094309,797,oreganno
3398,chr7,20250254,20251127,389,oreganno
3399,chr7,20402658,20403281,623,oreganno
3400,chr7,20541828,20542065,237,oreganno
3401,chr7,20541828,20542065,237,oreganno
3402,chr7,26022761,26023792,448,oreganno
3403,chr7,28037024,28037224,200,oreganno
3404,chr7,28376269,28377719,360,oreganno
3405,chr7,28376269,28377719,4,oreganno
3406,chr7,30553264,30553963,256,oreganno
3407,chr7,30691045,30691367,322,oreganno
3408,chr7,31514297,31514938,641,oreganno
3409,chr7,36340104,36341191,33,oreganno
3410,chr7,38869696,38871110,730,oreganno
3411,chr7,38968575,38969073,400,oreganno
3412,chr7,46799498,46800099,288,oreganno
3413,chr7,48754229,48755516,544,oreganno
3414,chr7,50698763,50699597,558,oreganno
3415,chr7,51654058,51654258,193,oreganno
3416,chr7,52103957,52105678,864,oreganno
3417,chr7,52103957,52105678,666,oreganno
3418,chr7,52272793,52273358,565,oreganno
3419,chr7,52781371,52781962,412,oreganno
3420,chr7,54100943,54102678,353,oreganno
3421,chr7,54174922,54175740,764,oreganno
3422,chr7,54262978,54264142,301,oreganno
3423,chr7,57010210,57010455,245,oreganno
3424,chr7,66483439,66484555,713,oreganno
3425,chr7,71003394,71003970,304,oreganno
3426,chr7,73375059,73375539,305,oreganno
3427,chr7,73534078,73534471,15,oreganno
3428,chr7,75427581,75427918,273,oreganno
3429,chr7,75427581,75427918,337,oreganno
3430,chr7,75428661,75429112,174,oreganno
3431,chr7,75430784,75431154,370,oreganno
3432,chr7,75893977,75894519,542,oreganno
3433,chr7,80682518,80683122,604,oreganno
3434,chr7,80733352,80733764,52,oreganno
3435,chr7,80740000,80740557,101,oreganno
3436,chr7,82756406,82756809,403,oreganno
3437,chr7,86058566,86059058,294,oreganno
3438,chr7,86459422,86459750,84,oreganno
3439,chr7,86610781,86611730,235,oreganno
3440,chr7,87170985,87171256,271,oreganno
3441,chr7,87171666,87171906,240,oreganno
3442,chr7,87781344,87781662,318,oreganno
3443,chr7,87947581,87948584,612,oreganno
3444,chr7,88312127,88312346,174,oreganno
3445,chr7,88357836,88358438,111,oreganno
3446,chr7,88907421,88908701,776,oreganno
3447,chr7,90780145,90780735,362,oreganno
3448,chr7,91040089,91040986,413,oreganno
3449,chr7,91754006,91755181,143,oreganno
3450,chr7,104897128,104898643,397,oreganno
3451,chr7,107520217,107520982,726,oreganno
3452,chr7,107685307,107685889,465,oreganno
3453,chr7,108458863,108459561,525,oreganno
3454,chr7,109082085,109082776,431,oreganno
3455,chr7,109118435,109119927,975,oreganno
3456,chr7,109486338,109486861,449,oreganno
3457,chr7,112959147,112960081,425,oreganno
3458,chr7,121397469,121398599,954,oreganno
3459,chr7,121434873,121435890,506,oreganno
3460,chr7,121434873,121435890,85,oreganno
3461,chr7,123450807,123451140,34,oreganno
3462,chr7,125676233,125677128,216,oreganno
3463,chr7,125738670,125739084,414,oreganno
3464,chr7,125998757,125999588,699,oreganno
3465,chr7,127994977,127995722,334,oreganno
3466,chr7,128060846,128061432,359,oreganno
3467,chr7,128221273,128221647,374,oreganno
3468,chr7,132695446,132695969,488,oreganno
3469,chr7,134072122,134072674,394,oreganno
3470,chr7,134404025,134404627,35,oreganno
3471,chr7,135055721,135056308,587,oreganno
3472,chr7,135888188,135888723,340,oreganno
3473,chr7,137690162,137691170,791,oreganno
3474,chr7,140122508,140123085,116,oreganno
3475,chr7,140123716,140124020,44,oreganno
3476,chr7,144601967,144603036,325,oreganno
3477,chr7,146110874,146111142,146,oreganno
3478,chr7,146110874,146111142,67,oreganno
3479,chr7,148042124,148042854,730,oreganno
3480,chr7,148501829,148502201,240,oreganno
3481,chr7,148640831,148641721,117,oreganno
3482,chr7,148660848,148661562,54,oreganno
3483,chr8,3220856,3221800,138,oreganno
3484,chr8,3279128,3279888,760,oreganno
3485,chr8,3515940,3517058,357,oreganno
3486,chr8,4193239,4193677,438,oreganno
3487,chr8,4238270,4239491,298,oreganno
3488,chr8,4238270,4239491,397,oreganno
3489,chr8,11477646,11478080,397,oreganno
3490,chr8,11478200,11478830,246,oreganno
3491,chr8,11557844,11558566,286,oreganno
3492,chr8,13213360,13214255,352,oreganno
3493,chr8,14090072,14090689,283,oreganno
3494,chr8,23521451,23522274,567,oreganno
3495,chr8,23586702,23587880,24,oreganno
3496,chr8,24318708,24319426,717,oreganno
3497,chr8,26335517,26335953,96,oreganno
3498,chr8,26707352,26708334,526,oreganno
3499,chr8,26950822,26952180,369,oreganno
3500,chr8,35170507,35171946,735,oreganno
3501,chr8,35878732,35879606,167,oreganno
3502,chr8,36438600,36439897,324,oreganno
3503,chr8,47555855,47556996,11,oreganno
3504,chr8,63111300,63111738,62,oreganno
3505,chr8,63994919,63995396,477,oreganno
3506,chr8,70018431,70019356,249,oreganno
3507,chr8,72314836,72315359,286,oreganno
3508,chr8,72736037,72736905,295,oreganno
3509,chr8,73046862,73047307,361,oreganno
3510,chr8,73062624,73063646,461,oreganno
3511,chr8,74878118,74878673,522,oreganno
3512,chr8,75094506,75095343,235,oreganno
3513,chr8,79946665,79947283,618,oreganno
3514,chr8,81344419,81345310,760,oreganno
3515,chr8,83536150,83536410,260,oreganno
3516,chr8,86760860,86761708,403,oreganno
3517,chr8,87370440,87371750,504,oreganno
3518,chr8,87502498,87502928,430,oreganno
3519,chr8,87513845,87514051,206,oreganno
3520,chr8,90722791,90723409,523,oreganno
3521,chr8,90724930,90725276,346,oreganno
3522,chr8,90885992,90886669,245,oreganno
3523,chr8,93400549,93401584,72,oreganno
3524,chr8,93657523,93658386,105,oreganno
3525,chr8,96702741,96703179,9,oreganno
3526,chr8,96702741,96703179,13,oreganno
3527,chr8,96702741,96703179,7,oreganno
3528,chr8,96702741,96703179,6,oreganno
3529,chr8,96702741,96703179,6,oreganno
3530,chr8,96702741,96703179,11,oreganno
3531,chr8,96702741,96703179,14,oreganno
3532,chr8,96878237,96878799,562,oreganno
3533,chr8,96878237,96878799,562,oreganno
3534,chr8,96887164,96887616,452,oreganno
3535,chr8,96910986,96911476,323,oreganno
3536,chr8,98377133,98377616,428,oreganno
3537,chr8,98411203,98412622,241,oreganno
3538,chr8,98411203,98412622,13,oreganno
3539,chr8,98411203,98412622,223,oreganno
3540,chr8,106918586,106919232,477,oreganno
3541,chr8,106919298,106919521,223,oreganno
3542,chr8,107114928,107115667,12,oreganno
3543,chr8,108424774,108425250,444,oreganno
3544,chr8,108673994,108674507,76,oreganno
3545,chr8,109642712,109642954,242,oreganno
3546,chr8,110111740,110112624,846,oreganno
3547,chr8,112089375,112090247,770,oreganno
3548,chr8,112089375,112090247,298,oreganno
3549,chr8,112132083,112132866,735,oreganno
3550,chr8,116976539,116977034,447,oreganno
3551,chr8,119028568,119029105,486,oreganno
3552,chr8,119863663,119863938,275,oreganno
3553,chr8,122082423,122083204,665,oreganno
3554,chr8,123014506,123014741,119,oreganno
3555,chr8,124094193,124094535,277,oreganno
3556,chr8,124095066,124095326,178,oreganno
3557,chr8,124097322,124097579,30,oreganno
3558,chr8,124109088,124109810,631,oreganno
3559,chr8,124374788,124375298,510,oreganno
3560,chr8,124805321,124806063,501,oreganno
3561,chr8,124808269,124808478,209,oreganno
3562,chr8,124808833,124809195,74,oreganno
3563,chr8,124987697,124988515,397,oreganno
3564,chr8,126789582,126790187,196,oreganno
3565,chr8,127473284,127473597,313,oreganno
3566,chr8,127473669,127473869,93,oreganno
3567,chr8,129108013,129108792,399,oreganno
3568,chr8,129113568,129113855,287,oreganno
3569,chr8,129114000,129114221,221,oreganno
3570,chr8,129119069,129119388,319,oreganno
3571,chr8,129138364,129138639,90,oreganno
3572,chr8,129138364,129138639,61,oreganno
3573,chr8,129190332,129191010,229,oreganno
3574,chr8,130881862,130882872,141,oreganno
3575,chr8,131011923,131012447,524,oreganno
3576,chr8,131011923,131012447,241,oreganno
3577,chr9,3334982,3335944,730,oreganno
